id,web_name,team_name,position,price,ep_total,exp_minutes
142,Scherpen,Brighton,GK,4.0,21.52,0.0
143,Boscagli,Brighton,DEF,4.2,21.52,348.63421500000004
144,Coppola,Brighton,DEF,4.2,21.52,346.13504500000005
145,De Cuyper,Brighton,DEF,4.3,21.52,415.7611611111111
146,Dunk,Brighton,DEF,4.5,21.52,384.80378333333334
147,Estupiñan,Brighton,DEF,4.5,21.52,0.0
148,F.Kadıoğlu,Brighton,DEF,4.4,21.52,357.40562000000006
150,Lamptey,Brighton,DEF,4.4,21.52,0.0
151,Van Hecke,Brighton,DEF,4.6,21.52,306.98132499999997
152,Veltman,Brighton,DEF,4.3,21.52,379.04078333333337
153,Webster,Brighton,DEF,4.4,21.52,0.0
154,Cashin,Brighton,DEF,4.0,21.52,0.0
155,Slater,Brighton,DEF,4.0,21.52,0.0
156,Tasker,Brighton,DEF,3.9,21.52,337.38795000000005
157,Mitoma,Brighton,MID,6.1,12.88,346.95232
158,Georginio,Brighton,MID,5.6,12.88,365.7374933333333
159,March,Brighton,MID,5.8,12.88,0.0
160,Minteh,Brighton,MID,6.1,12.88,325.92261
161,Enciso,Brighton,MID,5.4,12.88,0.0
162,Gruda,Brighton,MID,5.4,12.88,354.19609333333335
163,Hinshelwood,Brighton,MID,5.1,12.88,363.11469999999997
164,O'Riley,Brighton,MID,5.5,12.88,0.0
165,Sima,Brighton,MID,5.4,12.88,0.0
166,Ayari,Brighton,MID,4.8,12.88,352.9460133333333
167,Baleba,Brighton,MID,4.6,12.88,0.0
169,Gomez,Brighton,MID,4.9,12.88,352.9220066666667
170,Milner,Brighton,MID,4.9,12.88,346.55157333333335
171,Sarmiento,Brighton,MID,4.9,12.88,0.0
172,Watson,Brighton,MID,4.8,12.88,345.25399999999996
173,Wieffer,Brighton,MID,4.9,12.88,274.30312000000004
174,Yalcouye,Brighton,MID,5.0,12.88,0.0
175,Knight,Brighton,MID,4.4,12.88,309.60306
176,Mazilu,Brighton,MID,4.5,12.88,0.0
177,Moran,Brighton,MID,4.5,12.88,0.0
178,Welbeck,Brighton,FWD,6.4,10.0,264.7047
179,Ferguson,Brighton,FWD,5.5,10.0,0.0
180,Tzimas,Brighton,FWD,5.2,10.0,0.0
181,Kostoulas,Brighton,FWD,4.8,10.0,314.232516
744,Oriola,Brighton,MID,4.5,12.88,309.582
761,Simmonds,Brighton,DEF,4.0,21.52,337.36500000000007
168,Buonanotte,Chelsea,MID,4.6,12.82,344.0034
220,Sánchez,Chelsea,GK,4.9,21.29,392.87807999999995
221,Jörgensen,Chelsea,GK,4.3,21.29,357.25860000000006
222,Penders,Chelsea,GK,4.0,21.29,0.0
223,Slonina,Chelsea,GK,3.9,21.29,357.2343
224,Cucurella,Chelsea,DEF,6.2,21.29,361.48545000000007
225,James,Chelsea,DEF,5.6,21.29,415.0278
226,Chalobah,Chelsea,DEF,5.5,21.29,426.1021666666667
227,Colwill,Chelsea,DEF,4.8,21.29,0.0
228,Gusto,Chelsea,DEF,5.0,21.29,413.06430000000006
229,B.Badiashile,Chelsea,DEF,4.4,21.29,374.85
230,Fofana,Chelsea,DEF,4.4,21.29,406.9200277777777
231,M.Sarr,Chelsea,DEF,4.5,21.29,0.0
232,Tosin,Chelsea,DEF,4.1,21.29,379.09235
233,Acheampong,Chelsea,DEF,3.8,21.29,375.207
234,Anselmino,Chelsea,DEF,4.0,21.29,0.0
235,Palmer,Chelsea,MID,10.4,12.82,363.3625666666666
236,Neto,Chelsea,MID,7.3,12.82,369.1584
237,Enzo,Chelsea,MID,6.5,12.82,360.40498
