fpl_id,fpl_name,xg_per90,xa_per90,match_score
317,Joachim Andersen,0.02975057387659138,0.009427220582171906,100.0
318,Calvin Bassey,0.03274149436947482,0.0033126038488262566,100.0
319,Timothy Castagne,0.019950768209137503,0.04836544644066946,100.0
320,Issa Diop,0.03277957942840215,0.009668786456254687,100.0
321,Jorge Cuenca Barreno,0.004089398161423477,0.0,90.0
322,Kenny Tete,0.08021312882322505,0.033940037254597884,100.0
323,Samuel Amissah,0.0,0.0,0.0
324,Alex Iwobi,0.14950025814369425,0.2518374214655579,100.0
325,Emile Smith Rowe,0.2253931327796107,0.10429812298253398,100.0
326,Adama Traoré Diarra,0.28919554180648094,0.3283398407725601,90.0
327,Andreas Hoelgebaum Pereira,0.0,0.0,0.0
328,Ryan Sessegnon,0.38778758666012436,0.20533082890324295,100.0
329,Harry Wilson,0.2821858804510987,0.11427613978638597,100.0
330,Sander Berge,0.017102258396231095,0.029151624194898848,100.0
331,Tom Cairney,0.1261978603663369,0.2577443676508806,100.0
332,Saša Lukić,0.0,0.0,0.0
333,Martial Godo,0.0,0.0,0.0
334,Luke Harris,0.0,0.0,0.0
335,Josh King,0.0,0.0,0.0
336,Harrison Reed,0.0,0.0,0.0
337,Raúl Jiménez Rodríguez,0.5122411087359932,0.14505188412455078,90.0
338,Rodrigo Muniz Carvalho,0.6675151631098701,0.07623724283856581,90.0
664,Benjamin Lecomte,0.0,0.0,0.0
727,Samuel Chukwueze,0.0,0.0,0.0
731,Kevin Santos Lopes de Macedo,0.0,0.0,0.0
737,Jonah Kusi-Asare,0.0,0.0,0.0
339,Illan Meslier,0.0,0.0,0.0
340,Alex Cairns,0.0,0.0,0.0
341,Karl Darlow,0.0,0.0,0.0
342,Jayden Bogle,0.0,0.0,0.0
343,Pascal Struijk,0.0,0.0,0.0
344,Jaka Bijol,0.0,0.0,0.0
345,Sebastiaan Bornauw,0.0,0.0,0.0
346,Sam Byram,0.0,0.0,0.0
347,Gabriel Gudmundsson,0.16289173300857798,0.04625214306129651,90.0
348,Joe Rodon,0.0,0.0,0.0
349,Isaac Schmidt,0.0,0.0,0.0
350,Brenden Aaronson,0.0,0.0,0.0
351,Wilfried Gnonto,0.0,0.0,0.0
352,Jack Harrison,0.14454011315325688,0.1562798998852949,100.0
353,Daniel James,0.0,0.0,0.0
354,Ethan Ampadu,0.0,0.0,0.0
355,Sam Greenwood,0.0,0.0,0.0
356,Ilia Gruev,0.0,0.0,0.0
357,Largie Ramazani,0.0,0.0,0.0
358,Tanaka Ao,0.0,0.0,0.0
