id,web_name,team_name,position,price,ep_total,exp_minutes
662,Mosquera,Arsenal,DEF,5.5,13.37,202.43277
666,Gyökeres,Arsenal,FWD,9.0,6.0,192.43224000000004
32,Martinez,Aston Villa,GK,5.0,13.34,238.2858
33,M.Bizot,Aston Villa,GK,4.5,13.34,242.22429
34,Gauci,Aston Villa,GK,4.0,13.34,0.0
35,Marschall,Aston Villa,GK,4.0,13.34,0.0
36,Cash,Aston Villa,DEF,4.5,13.34,232.96035
37,Digne,Aston Villa,DEF,4.5,16.65,225.2313
38,Konsa,Aston Villa,DEF,4.5,13.34,0.0
39,Maatsen,Aston Villa,DEF,4.5,17.26,202.52916000000005
40,Mings,Aston Villa,DEF,4.5,14.81,225.09359999999998
41,Pau,Aston Villa,DEF,4.5,13.73,202.48785000000004
42,A.García,Aston Villa,DEF,4.0,13.59,56.238974999999996
43,Alex Moreno,Aston Villa,DEF,4.0,14.65,203.74092000000002
44,Bogarde,Aston Villa,DEF,4.0,13.88,202.46031000000002
45,Sousa,Aston Villa,DEF,4.0,13.34,202.47408000000001
46,Yasin,Aston Villa,DEF,4.0,13.34,202.44654
47,Rogers,Aston Villa,MID,7.0,14.07,219.29154000000003
48,Tielemans,Aston Villa,MID,6.0,11.64,196.36203600000002
49,Bailey,Aston Villa,MID,5.5,12.62,185.81238000000002
50,Buendía,Aston Villa,MID,5.5,7.84,185.76183600000002
51,Iling Jr,Aston Villa,MID,5.5,7.84,185.7492
52,J.Ramsey,Aston Villa,MID,5.5,10.3,185.825016
53,Malen,Aston Villa,MID,5.5,23.3,189.39492
54,McGinn,Aston Villa,MID,5.5,11.39,196.16196600000004
55,Barkley,Aston Villa,MID,5.0,9.77,51.60051
56,Barrenechea,Aston Villa,MID,5.0,7.84,0.0
57,Dobbin,Aston Villa,MID,5.0,7.84,185.76183600000002
58,Kamara,Aston Villa,MID,5.0,8.86,192.655008
59,Onana,Aston Villa,MID,5.0,10.38,203.196708
60,Broggio,Aston Villa,MID,4.5,7.84,185.78710800000002
61,Dendoncker,Aston Villa,MID,4.5,7.84,185.79974400000003
62,Jimoh-Aloba,Aston Villa,MID,4.5,7.84,185.76183600000002
63,Young,Aston Villa,MID,4.5,7.84,185.837652
64,Watkins,Aston Villa,FWD,9.0,14.77,196.048944
65,Redmond,Aston Villa,FWD,4.5,6.0,185.86292400000002
677,Guessand,Aston Villa,MID,6.5,7.84,185.76183600000002
688,Wright,Aston Villa,GK,4.0,13.34,214.36974
183,Weiss,Burnley,GK,4.5,12.59,214.35516
184,Green,Burnley,GK,4.0,12.59,214.38432
185,Hladký,Burnley,GK,4.0,12.59,214.35516
186,Roberts,Burnley,DEF,4.5,12.59,202.43277
187,Walker,Burnley,DEF,4.5,13.49,206.43397499999998
188,Delcroix,Burnley,DEF,4.0,12.59,202.46031000000002
189,Dodgson,Burnley,DEF,4.0,12.59,0.0
190,Ekdal,Burnley,DEF,4.0,12.59,206.19554999999997
191,Estève,Burnley,DEF,4.0,12.59,208.95847499999996
192,Hartman,Burnley,DEF,4.0,12.59,206.23762499999998
193,Humphreys,Burnley,DEF,4.0,12.59,56.231325
194,Jordan,Burnley,DEF,4.0,12.59,202.44654
195,Lucas Pires,Burnley,DEF,4.0,12.59,202.44654
196,Sambo,Burnley,DEF,4.0,12.59,202.43277
197,Sonne,Burnley,DEF,4.0,12.59,206.18152500000002
198,Tuanzebe,Burnley,DEF,4.0,13.29,202.74948
199,Worrall,Burnley,DEF,4.0,12.59,202.43277
200,Anthony,Burnley,MID,5.5,7.65,192.641904
201,Benson,Burnley,MID,5.5,7.65,185.7492
202,Bruun Larsen,Burnley,MID,5.5,7.65,189.18900000000002
203,Boateng,Burnley,MID,5.0,7.65,185.76183600000002
204,Churlinov,Burnley,MID,5.0,7.65,185.7492
205,Cullen,Burnley,MID,5.0,7.65,199.521972
206,Edwards,Burnley,MID,5.0,7.65,189.20187
207,Hannibal,Burnley,MID,5.0,7.65,192.641904
208,Koleosho,Burnley,MID,5.0,7.65,185.7492
209,Laurent,Burnley,MID,5.0,7.65,192.6288
210,Tchaouna,Burnley,MID,5.0,7.65,189.18900000000002
211,A.Ramsey,Burnley,MID,4.5,7.65,186.94962
212,Adewumi,Burnley,MID,4.5,7.65,0.0
213,Banel,Burnley,MID,4.5,7.65,185.7492
214,Trésor,Burnley,MID,4.5,7.65,185.76183600000002
215,Flemming,Burnley,FWD,5.5,6.0,189.21474
216,Amdouni,Burnley,FWD,5.0,6.0,0.0
217,Foster,Burnley,FWD,5.0,6.0,192.69432
218,Barnes,Burnley,FWD,4.5,6.0,186.05246400000001
219,Obafemi,Burnley,FWD,4.5,6.0,185.79974400000003
470,Dúbravka,Burnley,GK,4.0,12.59,252.7728
676,Ugochukwu,Burnley,MID,5.0,7.65,210.20999999999998
680,Broja,Burnley,FWD,5.5,6.93,206.41608000000002
66,Neto,Bournemouth,GK,4.5,12.7,0.0
67,Petrović,Bournemouth,GK,4.5,12.7,222.77807999999996
68,Dennis,Bournemouth,GK,4.0,12.7,214.4718
69,McKenna,Bournemouth,GK,4.0,12.7,214.35516
70,Paulsen,Bournemouth,GK,4.0,12.7,214.34058
71,Zabarnyi,Bournemouth,DEF,5.0,12.7,0.0
72,Senesi,Bournemouth,DEF,4.5,13.85,210.05880000000002
73,Smith,Bournemouth,DEF,4.5,13.25,206.22359999999998
74,Truffert,Bournemouth,DEF,4.5,12.7,202.52916000000005
75,Akinmboni,Bournemouth,DEF,4.0,12.7,202.46031000000002
76,Bevan,Bournemouth,DEF,4.0,12.7,202.44654
77,Hill,Bournemouth,DEF,4.0,14.01,206.2797
78,J.Araujo,Bournemouth,DEF,4.0,12.81,202.59801000000004
79,Mepham,Bournemouth,DEF,4.0,12.7,202.44654
80,Soler,Bournemouth,DEF,4.0,12.7,202.46031000000002
81,Kluivert,Bournemouth,MID,7.0,7.68,0.0
82,Semenyo,Bournemouth,MID,7.1,16.32,228.710196
84,Tavernier,Bournemouth,MID,5.5,14.15,199.57626
85,Adams,Bournemouth,MID,5.0,9.22,199.54911599999997
86,Brooks,Bournemouth,MID,5.0,13.18,199.53554400000002
87,Christie,Bournemouth,MID,5.0,7.68,0.0
88,Cook,Bournemouth,MID,5.0,7.68,0.0
89,Philip,Bournemouth,MID,5.0,7.68,185.76183600000002
90,Scott,Bournemouth,MID,5.0,10.04,192.641904
91,Sinisterra,Bournemouth,MID,5.0,11.94,51.59700000000001
92,Faivre,Bournemouth,MID,4.5,7.68,185.77447200000003
93,H.Traorè,Bournemouth,MID,4.5,7.68,199.61697600000002
94,Sadi,Bournemouth,MID,4.5,7.68,185.76183600000002
95,Silcott-Duberry,Bournemouth,MID,4.5,7.68,185.76183600000002
96,Winterburn,Bournemouth,MID,4.5,7.68,189.20187
97,Evanilson,Bournemouth,FWD,7.0,12.35,189.45927
98,Enes Ünal,Bournemouth,FWD,5.5,6.0,0.0
99,Adu-Adjei,Bournemouth,FWD,4.5,6.0,185.78710800000002
100,Kroupi.Jr,Bournemouth,FWD,4.5,6.0,189.33057000000002
685,Diakité,Bournemouth,DEF,4.5,12.7,202.44654
687,Rees-Dottin,Bournemouth,MID,4.5,7.68,185.76183600000002
83,O.Dango,Brentford,MID,6.0,13.38,103.20102
101,Kelleher,Brentford,GK,4.5,13.43,244.31550000000001
102,Balcombe,Brentford,GK,4.0,13.43,214.36974
103,Cox,Brentford,GK,4.0,13.43,214.35516
104,Eyestone,Brentford,GK,4.0,13.43,214.34058
105,Valdimarsson,Brentford,GK,4.0,13.43,214.4718
106,Collins,Brentford,DEF,5.0,15.35,202.65309000000002
107,Lewis-Potter,Brentford,DEF,5.0,16.31,206.22359999999998
108,Ajer,Brentford,DEF,4.5,15.76,202.44654
109,Henry,Brentford,DEF,4.5,13.43,206.19554999999997
110,Kayode,Brentford,DEF,4.5,15.77,206.19554999999997
111,Pinnock,Brentford,DEF,4.5,14.76,168.70544999999998
112,Roerslev,Brentford,DEF,4.5,16.13,202.41900000000004
113,Van den Berg,Brentford,DEF,4.5,15.37,213.72264
114,Arthur,Brentford,DEF,4.0,13.43,202.46031000000002
115,Fredrick,Brentford,DEF,4.0,13.43,202.44654
116,Hickey,Brentford,DEF,4.0,13.43,202.48785000000004
117,Ji-soo,Brentford,DEF,4.0,13.43,202.44654
118,Meghoma,Brentford,DEF,4.0,13.43,202.44654
120,Schade,Brentford,MID,7.0,15.68,210.2529
121,Damsgaard,Brentford,MID,6.0,12.04,185.87556
122,Milambo,Brentford,MID,5.5,7.86,189.20187
123,Carvalho,Brentford,MID,5.0,7.86,192.668112
124,Henderson,Brentford,MID,5.0,7.89,189.22761000000003
125,Janelt,Brentford,MID,5.0,7.86,0.0
126,Jensen,Brentford,MID,5.0,10.41,192.641904
127,Nunes,Brentford,MID,5.0,7.86,0.0
128,Onyeka,Brentford,MID,5.0,7.86,199.521972
129,Yarmoliuk,Brentford,MID,5.0,9.27,192.6288
130,Donovan,Brentford,MID,4.5,7.86,185.76183600000002
131,Konak,Brentford,MID,4.5,7.86,185.77447200000003
132,Maghoma,Brentford,MID,4.5,7.86,0.0
133,Peart-Harris,Brentford,MID,4.5,7.86,185.7492
134,Trevitt,Brentford,MID,4.5,7.86,0.0
135,Wissa,Brentford,FWD,7.5,6.0,0.0
136,Thiago,Brentford,FWD,6.0,6.0,206.51436
137,Morgan,Brentford,FWD,4.5,6.0,185.81238000000002
138,Steele,Brighton,GK,4.5,12.74,214.39890000000003
139,Verbruggen,Brighton,GK,4.5,12.76,223.42824
140,McGill,Brighton,GK,4.0,12.74,214.38432
141,Rushworth,Brighton,GK,4.0,12.74,0.0
142,Scherpen,Brighton,GK,4.0,12.74,0.0
143,Boscagli,Brighton,DEF,4.5,12.74,202.43277
144,Coppola,Brighton,DEF,4.5,12.74,202.43277
145,De Cuyper,Brighton,DEF,4.5,12.74,210.81563999999997
146,Dunk,Brighton,DEF,4.5,13.85,210.10164000000003
147,Estupiñan,Brighton,DEF,4.5,12.74,0.0
148,F.Kadıoğlu,Brighton,DEF,4.5,12.74,202.44654
149,Igor,Brighton,DEF,4.5,13.03,224.9253
150,Lamptey,Brighton,DEF,4.5,14.22,202.47408000000001
151,Van Hecke,Brighton,DEF,4.5,13.76,210.08736000000002
152,Veltman,Brighton,DEF,4.5,13.86,202.44654
153,Webster,Brighton,DEF,4.5,12.74,0.0
154,Cashin,Brighton,DEF,4.0,12.74,0.0
155,Slater,Brighton,DEF,4.0,12.74,202.44654
156,Tasker,Brighton,DEF,4.0,12.74,202.44654
157,Mitoma,Brighton,MID,6.5,14.25,193.50676800000002
158,Georginio,Brighton,MID,6.0,13.92,206.58456
159,March,Brighton,MID,6.0,7.69,0.0
160,Minteh,Brighton,MID,6.0,13.85,196.21531800000005
161,Enciso,Brighton,MID,5.5,7.69,0.0
162,Gruda,Brighton,MID,5.5,12.09,189.18900000000002
163,Hinshelwood,Brighton,MID,5.5,10.44,185.76183600000002
164,O'Riley,Brighton,MID,5.5,7.69,220.29695999999996
165,Sima,Brighton,MID,5.5,7.69,185.7492
166,Ayari,Brighton,MID,5.0,10.41,196.095276
167,Baleba,Brighton,MID,5.0,9.56,196.69548600000005
168,Buonanotte,Brighton,MID,5.0,12.98,185.77447200000003
169,Gomez,Brighton,MID,5.0,12.36,185.76183600000002
170,Milner,Brighton,MID,5.0,7.69,189.20187
171,Sarmiento,Brighton,MID,5.0,7.69,185.7492
172,Watson,Brighton,MID,5.0,7.69,206.38800000000003
173,Wieffer,Brighton,MID,5.0,10.04,199.521972
174,Yalcouye,Brighton,MID,5.0,7.69,0.0
175,Knight,Brighton,MID,4.5,7.69,185.76183600000002
176,Mazilu,Brighton,MID,4.5,7.69,185.7492
177,Moran,Brighton,MID,4.5,7.69,185.76183600000002
178,Welbeck,Brighton,FWD,6.5,11.68,189.71667000000002
179,Ferguson,Brighton,FWD,5.5,6.0,0.0
180,Tzimas,Brighton,FWD,5.5,6.0,185.76183600000002
181,Kostoulas,Brighton,FWD,5.0,6.0,185.79974400000003
220,Sánchez,Chelsea,GK,5.0,13.76,250.31322
221,Jörgensen,Chelsea,GK,4.5,13.75,214.35516
222,Penders,Chelsea,GK,4.0,13.75,0.0
223,Slonina,Chelsea,GK,4.0,14.24,214.34058
224,Cucurella,Chelsea,DEF,6.0,16.6,235.56900000000002
225,James,Chelsea,DEF,5.5,16.07,222.00402000000003
226,Chalobah,Chelsea,DEF,5.0,17.43,225.09359999999998
227,Colwill,Chelsea,DEF,5.0,13.75,0.0
228,Gusto,Chelsea,DEF,5.0,15.99,206.405925
229,B.Badiashile,Chelsea,DEF,4.5,13.75,0.0
230,Fofana,Chelsea,DEF,4.5,14.54,224.9406
231,M.Sarr,Chelsea,DEF,4.5,13.75,0.0
232,Tosin,Chelsea,DEF,4.5,15.2,168.8202
233,Acheampong,Chelsea,DEF,4.0,13.75,236.34828
234,Anselmino,Chelsea,DEF,4.0,13.75,202.43277
235,Palmer,Chelsea,MID,10.5,19.03,204.07140000000004
236,Neto,Chelsea,MID,7.0,7.94,196.56210600000003
237,Enzo,Chelsea,MID,6.5,13.3,196.53543000000002
238,Estêvão,Chelsea,MID,6.5,7.94,185.95137600000004
239,Gittens,Chelsea,MID,6.5,7.94,189.22761000000003
240,Nkunku,Chelsea,MID,6.0,17.77,185.77447200000003
241,Caicedo,Chelsea,MID,5.5,9.04,203.693724
243,George,Chelsea,MID,5.0,7.94,185.76183600000002
244,Lavia,Chelsea,MID,5.0,7.94,0.0
245,Mudryk,Chelsea,MID,5.0,7.94,0.0
246,Andrey Santos,Chelsea,MID,4.5,7.94,189.22761000000003
247,D.Essugo,Chelsea,MID,4.5,7.94,185.76183600000002
248,Paez,Chelsea,MID,4.5,7.94,0.0
249,João Pedro,Chelsea,FWD,7.5,13.88,199.66564800000003
250,Delap,Chelsea,FWD,6.5,11.94,189.69093000000004
251,N.Jackson,Chelsea,FWD,6.5,14.82,206.40204
672,Hato,Chelsea,DEF,5.0,13.75,202.46031000000002
253,Henderson,Crystal Palace,GK,5.0,12.39,239.3064
254,Benitez,Crystal Palace,GK,4.0,12.36,214.38432
255,Matthews,Crystal Palace,GK,4.0,12.36,214.34058
256,Muñoz,Crystal Palace,DEF,5.5,16.89,222.44032500000003
257,Lacroix,Crystal Palace,DEF,5.0,14.37,232.59672000000006
258,Mitchell,Crystal Palace,DEF,5.0,15.19,236.38040999999998
259,Sosa,Crystal Palace,DEF,5.0,12.36,202.43277
260,Guéhi,Crystal Palace,DEF,4.5,14.61,226.899
261,Richards,Crystal Palace,DEF,4.5,13.9,225.1395
262,Chadi Riad,Crystal Palace,DEF,4.0,12.36,0.0
263,Clyne,Crystal Palace,DEF,4.0,12.69,202.51539000000002
264,Holding,Crystal Palace,DEF,4.0,12.36,0.0
265,Kporha,Crystal Palace,DEF,4.0,12.36,0.0
266,Eze,Crystal Palace,MID,7.5,14.2,197.522442
267,Sarr,Crystal Palace,MID,6.5,15.84,196.72216200000003
268,Doucouré,Crystal Palace,MID,5.0,7.59,0.0
269,Esse,Crystal Palace,MID,5.0,7.59,185.77447200000003
270,Hughes,Crystal Palace,MID,5.0,9.23,192.641904
271,Kamada,Crystal Palace,MID,5.0,7.59,0.0
272,Lerma,Crystal Palace,MID,5.0,8.49,189.20187
273,Wharton,Crystal Palace,MID,5.0,9.75,196.14862800000003
274,Agbinone,Crystal Palace,MID,4.5,7.59,185.76183600000002
275,Ahamada,Crystal Palace,MID,4.5,7.59,185.7492
276,Devenny,Crystal Palace,MID,4.5,11.43,189.42066000000003
277,Ebiowei,Crystal Palace,MID,4.5,7.59,0.0
278,J.Rak-Sakyi,Crystal Palace,MID,4.5,7.59,185.76183600000002
279,M.França,Crystal Palace,MID,4.5,7.59,0.0
280,Ozoh,Crystal Palace,MID,4.5,7.59,0.0
281,Rodney,Crystal Palace,MID,4.5,7.59,185.7492
282,Umeh,Crystal Palace,MID,4.5,7.59,185.7492
283,Mateta,Crystal Palace,FWD,7.5,12.64,190.34730000000002
284,Nketiah,Crystal Palace,FWD,5.5,6.0,0.0
285,Édouard,Crystal Palace,FWD,5.0,6.0,185.86292400000002
286,Marsh,Crystal Palace,FWD,4.5,6.0,185.78710800000002
690,Cardines,Crystal Palace,MID,4.5,7.59,185.76183600000002
242,Dewsbury-Hall,Everton,MID,5.0,11.21,193.23158400000005
287,Pickford,Everton,GK,5.5,12.85,223.95743999999996
288,Travers,Everton,GK,4.5,12.77,214.35516
289,Tyrer,Everton,GK,4.0,12.77,214.34058
290,Branthwaite,Everton,DEF,5.5,12.77,0.0
291,Tarkowski,Everton,DEF,5.5,14.54,218.46309000000002
292,Mykolenko,Everton,DEF,5.0,13.8,168.77429999999998
293,O'Brien,Everton,DEF,5.0,12.77,210.00168000000002
294,Coleman,Everton,DEF,4.5,16.8,202.44654
295,Keane,Everton,DEF,4.5,14.9,209.97312
296,Patterson,Everton,DEF,4.5,14.05,168.6825
297,Dixon,Everton,DEF,4.0,12.77,202.44654
298,Welch,Everton,DEF,4.0,12.77,202.44654
299,Ndiaye,Everton,MID,6.5,12.49,194.083344
300,McNeil,Everton,MID,6.0,12.86,185.79974400000003
301,Alcaraz,Everton,MID,5.5,13.36,189.21474
302,Gana,Everton,MID,5.5,8.85,192.641904
303,Garner,Everton,MID,5.0,8.88,192.641904
304,Iroegbunam,Everton,MID,5.0,8.54,192.6288
305,Armstrong,Everton,MID,4.5,7.69,154.80153
306,Bates,Everton,MID,4.5,7.69,185.76183600000002
307,Ebere,Everton,MID,4.5,7.69,185.7492
308,Heath,Everton,MID,4.5,7.69,185.7492
309,Metcalfe,Everton,MID,4.5,7.69,0.0
310,Barry,Everton,FWD,6.0,6.0,189.27909000000002
311,Beto,Everton,FWD,5.5,6.0,193.71643200000003
312,Y.Chermiti,Everton,FWD,5.0,6.0,185.77447200000003
313,Sherif,Everton,FWD,4.5,6.0,185.77447200000003
419,Grealish,Everton,MID,6.5,12.65,189.65232
630,King,Everton,GK,4.0,12.77,214.55928
667,Aznou,Everton,DEF,4.5,12.77,202.43277
314,Leno,Fulham,GK,5.0,12.51,226.47924
315,Benda,Fulham,GK,4.0,12.43,0.0
316,Robinson,Fulham,DEF,5.0,12.43,0.0
317,Andersen,Fulham,DEF,4.5,13.07,210.3444
318,Bassey,Fulham,DEF,4.5,13.06,206.23762499999998
319,Castagne,Fulham,DEF,4.5,13.24,206.18152500000002
320,Diop,Fulham,DEF,4.5,13.1,202.43277
321,J.Cuenca,Fulham,DEF,4.5,12.51,209.91600000000003
322,Tete,Fulham,DEF,4.5,14.24,209.94456000000002
323,Amissah,Fulham,DEF,4.0,12.43,202.44654
324,Iwobi,Fulham,MID,6.5,11.89,192.82536000000005
325,Smith Rowe,Fulham,MID,6.0,11.63,189.30483000000004
326,Adama,Fulham,MID,5.5,14.4,189.22761000000003
327,Andreas,Fulham,MID,5.5,7.61,185.78710800000002
328,Sessegnon,Fulham,MID,5.5,13.45,154.791
329,Wilson,Fulham,MID,5.5,12.87,203.08625999999998
330,Berge,Fulham,MID,5.0,8.1,192.641904
331,Cairney,Fulham,MID,5.0,11.46,185.7492
332,Lukić,Fulham,MID,5.0,7.61,192.641904
333,Godo,Fulham,MID,4.5,7.61,185.76183600000002
334,Harris,Fulham,MID,4.5,7.61,0.0
335,King,Fulham,MID,4.5,7.61,192.75984000000005
336,Reed,Fulham,MID,4.5,7.61,185.78710800000002
337,Raúl,Fulham,FWD,6.5,13.08,192.90398400000004
338,Muniz,Fulham,FWD,5.5,15.0,210.14182799999998
664,Lecomte,Fulham,GK,4.0,12.43,214.45722
339,Meslier,Leeds,GK,4.5,11.72,214.44264000000004
340,Cairns,Leeds,GK,4.0,11.72,214.35516
341,Darlow,Leeds,GK,4.0,11.72,214.77798
342,Bogle,Leeds,DEF,4.5,11.72,187.4505
343,Struijk,Leeds,DEF,4.5,11.72,232.45443000000003
344,Bijol,Leeds,DEF,4.0,11.72,224.9406
345,Bornauw,Leeds,DEF,4.0,11.72,168.693975
346,Byram,Leeds,DEF,4.0,11.72,202.46031000000002
347,Gudmundsson,Leeds,DEF,4.0,15.8,236.60532
348,Rodon,Leeds,DEF,4.0,11.72,229.00070999999994
349,Schmidt,Leeds,DEF,4.0,11.72,202.44654
350,Aaronson,Leeds,MID,5.5,7.43,189.20187
351,Gnonto,Leeds,MID,5.5,7.43,196.10861400000002
352,Harrison,Leeds,MID,5.5,10.91,189.20187
353,James,Leeds,MID,5.5,7.43,196.13529000000003
354,Ampadu,Leeds,MID,5.0,7.43,196.08193800000004
355,Greenwood,Leeds,MID,5.0,7.43,185.76183600000002
356,Gruev,Leeds,MID,5.0,7.43,189.18900000000002
357,Ramazani,Leeds,MID,5.0,7.43,185.7492
358,Tanaka,Leeds,MID,5.0,7.43,196.095276
359,Crew,Leeds,MID,4.5,7.43,0.0
360,Gelhardt,Leeds,MID,4.5,7.43,0.0
361,Gyabi,Leeds,MID,4.5,7.43,185.76183600000002
362,Piroe,Leeds,FWD,5.5,6.0,192.89088000000004
363,Bamford,Leeds,FWD,5.0,6.0,186.00192
364,Mateo Joseph,Leeds,FWD,5.0,6.0,0.0
365,Nmecha,Leeds,FWD,5.0,6.0,203.003424
493,Longstaff,Leeds,MID,5.0,8.35,189.21474
660,Stach,Leeds,MID,5.0,7.43,213.311124
665,Perri,Leeds,GK,4.5,11.72,238.2048
691,Calvert-Lewin,Leeds,FWD,5.5,11.81,185.7492
366,A.Becker,Liverpool,GK,5.5,13.6,219.9582
367,Mamardashvili,Liverpool,GK,4.5,13.44,214.38432
368,Pécsi,Liverpool,GK,4.0,13.44,214.34058
369,Woodman,Liverpool,GK,4.0,13.44,214.34058
370,Frimpong,Liverpool,DEF,6.0,13.44,210.332925
371,Kerkez,Liverpool,DEF,6.0,14.88,203.28651000000002
372,Robertson,Liverpool,DEF,6.0,15.84,202.59801000000004
373,Virgil,Liverpool,DEF,6.0,15.1,217.13836500000002
374,Konaté,Liverpool,DEF,5.5,14.85,206.58825000000002
375,Bradley,Liverpool,DEF,5.0,15.82,112.46265
376,Gomez,Liverpool,DEF,5.0,13.44,229.0905833333333
377,Tsimikas,Liverpool,DEF,5.0,16.86,202.43277
378,Nallo,Liverpool,DEF,4.0,13.44,202.43277
379,R.Williams,Liverpool,DEF,4.0,13.44,202.44654
380,Ramsay,Liverpool,DEF,4.0,13.44,202.44654
381,M.Salah,Liverpool,MID,14.5,22.88,221.13093600000002
382,Wirtz,Liverpool,MID,8.5,7.86,196.63862400000002
383,Luis Díaz,Liverpool,MID,8.0,7.86,0.0
384,Gakpo,Liverpool,MID,7.5,16.05,210.983994
385,Chiesa,Liverpool,MID,6.5,7.86,206.43012
386,Mac Allister,Liverpool,MID,6.5,10.98,203.196708
387,Szoboszlai,Liverpool,MID,6.5,13.42,192.89088000000004
388,C.Jones,Liverpool,MID,5.5,11.69,189.20187
389,Elliott,Liverpool,MID,5.5,16.61,185.77447200000003
390,Gravenberch,Liverpool,MID,5.5,8.97,206.41608000000002
391,Doak,Liverpool,MID,5.0,7.86,185.7492
392,Endo,Liverpool,MID,5.0,8.08,199.521972
393,Bajcetic,Liverpool,MID,4.5,7.86,185.76183600000002
394,McConnell,Liverpool,MID,4.5,7.86,185.7492
395,Morton,Liverpool,MID,4.5,7.86,0.0
396,Nyoni,Liverpool,MID,4.5,7.86,185.76183600000002
397,Darwin,Liverpool,FWD,6.5,6.0,0.0
398,Danns,Liverpool,FWD,4.5,6.0,185.76183600000002
661,Ekitiké,Liverpool,FWD,8.6,6.0,226.62900000000002
686,Ngumoha,Liverpool,MID,4.5,7.86,185.76183600000002
692,Leoni,Liverpool,DEF,5.0,13.44,202.41900000000004
182,Trafford,Man City,GK,5.0,14.2,242.50428
399,Ederson M.,Man City,GK,5.5,14.67,214.74882000000002
400,Ortega Moreno,Man City,GK,5.0,14.2,214.36974
401,Bettinelli,Man City,GK,4.0,14.2,214.35516
402,Aït-Nouri,Man City,DEF,6.0,18.22,239.673735
403,Gvardiol,Man City,DEF,6.0,14.2,0.0
404,Akanji,Man City,DEF,5.5,15.23,202.54293
405,Aké,Man City,DEF,5.5,14.82,202.51539000000002
406,Khusanov,Man City,DEF,5.5,14.44,206.22359999999998
407,Matheus N.,Man City,DEF,5.5,17.48,206.23762499999998
408,Rúben,Man City,DEF,5.5,14.2,225.44549999999998
409,Stones,Man City,DEF,5.5,16.69,225.0324
410,Lewis,Man City,DEF,5.0,16.16,244.01715000000004
411,O’Reilly,Man City,DEF,5.0,14.2,202.44654
412,Vitor Reis,Man City,DEF,5.0,14.2,0.0
413,Marmoush,Man City,MID,8.5,16.15,190.43739000000002
414,Foden,Man City,MID,8.0,15.75,206.58456
415,Savinho,Man City,MID,7.0,8.05,0.0
416,Bernardo,Man City,MID,6.5,8.05,196.17530400000004
417,Cherki,Man City,MID,6.5,8.05,207.55331999999999
418,Doku,Man City,MID,6.5,12.29,196.21531800000005
420,Gündoğan,Man City,MID,6.5,11.33,185.77447200000003
421,Rodrigo,Man City,MID,6.5,8.05,206.47224
422,Kovačić,Man City,MID,6.0,8.05,0.0
423,N.Gonzalez,Man City,MID,6.0,9.61,196.08193800000004
424,Bobb,Man City,MID,5.5,8.05,206.43012
425,Echeverri,Man City,MID,5.5,8.05,185.7492
427,Reijnders,Man City,MID,5.6,8.05,224.10086399999994
428,Nypan,Man City,MID,5.0,8.05,185.7492
429,Phillips,Man City,MID,5.0,8.73,185.76183600000002
430,Haaland,Man City,FWD,14.0,18.56,231.27390000000003
119,Mbeumo,Man Utd,MID,8.0,15.57,194.45025600000002
431,Bayindir,Man Utd,GK,5.0,12.27,222.32447999999994
432,Onana,Man Utd,GK,5.0,12.37,238.18859999999998
433,Harrison,Man Utd,GK,4.0,12.27,0.0
